NAME	NES_6H	FDR_6H	NES_24H	FDR_24H
GOBP_SENSORY_SYSTEM_DEVELOPMENT	1.2886211	0.6168051	1.5431713	0.2211224
GOBP_FOREGUT_MORPHOGENESIS	1.2885025	0.6165969	1.5604408	0.20893022
GOBP_LONG_TERM_SYNAPTIC_DEPRESSION	1.2884718	0.6161056	1.747526	0.09966812
GOBP_REGULATION_OF_CELL_FATE_SPECIFICATION	1.2872901	0.61929095	0.7414755	0.9292124
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	1.2871121	0.61926836	1.4052883	0.34396213
GOBP_REGULATION_OF_AEROBIC_RESPIRATION	1.287111	0.6186762	-1.3453447	0.7125381
GOBP_POSITIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	1.2866158	0.61969197	1.042047	0.68468314
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	1.2863148	0.6200608	0.5217556	0.9936302
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	1.2862955	0.6195254	1.1060245	0.6129512
GOBP_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY	1.2858627	0.6203099	1.5535308	0.21704222
GOBP_HOMOTYPIC_CELL_CELL_ADHESION	1.2856978	0.62024105	1.5493224	0.21842895
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	1.2854655	0.62039185	1.2349848	0.48059925
GOBP_REGULATION_OF_ATP_METABOLIC_PROCESS	1.2851593	0.6207666	1.0535349	0.67064184
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	1.2850465	0.620536	1.4605418	0.30094644
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	1.2850316	0.6199917	1.2879902	0.4385567
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	1.2850139	0.61945397	1.4402708	0.31465268
GOBP_RESPONSE_TO_GROWTH_FACTOR	1.2849631	0.61902183	1.4192568	0.32976368
GOBP_PRIMARY_LUNG_BUD_FORMATION	1.2846789	0.61935323	1.3683102	0.3743589
GOBP_COGNITION	1.2843366	0.61984503	1.3220319	0.40852398
GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	1.2843224	0.61930215	1.1110473	0.606416
GOBP_GLUCOSAMINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	1.2838935	0.6200874	1.3916768	0.35513493
GOBP_CYTOLYSIS	1.2837839	0.61985266	1.3583456	0.38045233
GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	1.283637	0.6197331	1.0787736	0.6458771
GOBP_UREA_TRANSMEMBRANE_TRANSPORT	1.2832698	0.62032545	1.2780942	0.4437261
GOBP_AIM2_INFLAMMASOME_COMPLEX_ASSEMBLY	1.2828412	0.6211146	1.3540416	0.3851296
GOBP_G2_MI_TRANSITION_OF_MEIOTIC_CELL_CYCLE	1.2827566	0.6208023	-0.8818986	0.9083837
GOBP_MOLTING_CYCLE	1.2820389	0.62248695	1.4875133	0.26847288
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION	1.2820345	0.62191445	0.7486818	0.9268899
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	1.2819681	0.62154377	1.3488296	0.3890387
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	1.2818558	0.62131566	1.204063	0.51055896
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_BINDING	1.2817974	0.62092155	1.3605905	0.37979138
GOBP_INTERLEUKIN_6_PRODUCTION	1.2817589	0.6204597	1.6868064	0.12183593
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	1.2816551	0.6202088	1.448319	0.3119042
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	1.2814097	0.6203992	1.3882444	0.35900012
GOBP_CRANIAL_NERVE_MORPHOGENESIS	1.2813078	0.6201507	1.3146807	0.4182007
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	1.2809945	0.6205523	1.0170544	0.7110042
GOBP_INTERPHASE	1.2809762	0.6200325	1.203322	0.51183915
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CYTOKINE_PRODUCTION	1.2809372	0.6195746	1.1413444	0.577805
GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	1.2807944	0.6194556	1.0469865	0.6776909
GOBP_JUXTAGLOMERULAR_APPARATUS_DEVELOPMENT	1.2804664	0.6198927	1.2716354	0.44883013
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	1.2804192	0.619462	1.3093522	0.4236481
GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	1.28038	0.6190072	1.3772391	0.36612105
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	1.2802814	0.61874896	0.7087014	0.9417992
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	1.2802349	0.6183245	1.5899673	0.18970247
GOBP_RESPONSE_TO_LECTIN	1.2800705	0.61827093	1.1000143	0.61854166
GOBP_FERMENTATION	1.2798012	0.61852926	-1.2058378	0.758954
GOBP_DISTAL_CONVOLUTED_TUBULE_DEVELOPMENT	1.2797856	0.6180019	1.2797048	0.4420152
GOBP_LATERAL_SPROUTING_FROM_AN_EPITHELIUM	1.279451	0.6184937	1.2449143	0.47451082
GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	1.2789212	0.61961776	0.9111432	0.8143617
GOBP_REGULATION_OF_DNA_CATABOLIC_PROCESS	1.2786545	0.6198901	1.634651	0.1532594
GOBP_I_KAPPAB_PHOSPHORYLATION	1.2785387	0.6196767	1.2103199	0.5073205
GOBP_GLOMERULAR_EPITHELIAL_CELL_DEVELOPMENT	1.2783645	0.6196513	1.4676708	0.29320025
GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	1.2780621	0.62005126	1.0487516	0.6760017
GOBP_REGULATION_OF_ODONTOBLAST_DIFFERENTIATION	1.2778944	0.62000453	0.7513624	0.9255899
GOBP_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	1.2777193	0.6199952	-0.850845	0.9196789
GOBP_RESPONSE_TO_HYPEROXIA	1.2775055	0.62010497	0.8696253	0.8510746
GOBP_ENDOCARDIAL_CELL_DIFFERENTIATION	1.2772835	0.6202282	1.3092929	0.42355064
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	1.2772274	0.61983746	1.1600882	0.5569865
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	1.2770964	0.6196887	1.0907747	0.6295207
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	1.2770952	0.61912584	1.3473536	0.38971773
GOBP_POSITIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS	1.2769728	0.61894685	1.420394	0.3282898
GOBP_BRONCHIOLE_DEVELOPMENT	1.2768694	0.61870193	-1.0866152	0.8172259
GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR	1.2766689	0.61876273	1.0087274	0.72124964
GOBP_LYMPHOCYTE_COSTIMULATION	1.2765187	0.61866987	1.635533	0.15404679
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY	1.2764571	0.61830014	1.1827284	0.53435445
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_DEGRANULATION	1.2757457	0.61995775	1.1758316	0.542704
GOBP_CATECHOLAMINE_TRANSPORT	1.2755613	0.6199675	1.5437149	0.22142667
GOBP_MELANOSOME_ASSEMBLY	1.2755344	0.6194849	1.209934	0.50747657
GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION	1.2753165	0.61960775	1.3501962	0.38896614
GOBP_SENSORY_ORGAN_DEVELOPMENT	1.2746148	0.6212693	1.5039994	0.25443465
GOBP_SEQUESTERING_OF_TRIGLYCERIDE	1.2742133	0.62197226	1.0696359	0.6534765
GOBP_MESONEPHRIC_DUCT_FORMATION	1.2737994	0.62271386	1.0856607	0.63644797
GOBP_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	1.2735784	0.62285423	0.7375344	0.93113565
GOBP_BUNDLE_OF_HIS_DEVELOPMENT	1.2733911	0.622871	1.1403488	0.5791509
GOBP_SMOOTHENED_SIGNALING_PATHWAY	1.2730571	0.6233285	1.4014361	0.34992233
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	1.272958	0.62308407	1.5217341	0.24022622
GOBP_STEM_CELL_FATE_SPECIFICATION	1.2729377	0.6225924	1.0256132	0.701167
GOBP_ANTEROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT	1.2728361	0.622348	1.2706199	0.449475
GOBP_MONOAMINE_TRANSPORT	1.2727042	0.62219137	1.4478929	0.31231838
GOBP_CEREBROSPINAL_FLUID_CIRCULATION	1.2726197	0.6219049	1.363967	0.3774891
GOBP_PARAMESONEPHRIC_DUCT_DEVELOPMENT	1.2726089	0.62138176	1.3006967	0.42933866
GOBP_REGULATION_OF_CLATHRIN_COAT_ASSEMBLY	1.2726066	0.62083215	1.2890357	0.43887395
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY	1.2723773	0.62099856	-0.6550081	0.96687317
GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	1.2721853	0.6210385	1.8400351	0.052581385
GOBP_REGULATION_OF_EOSINOPHIL_MIGRATION	1.2719753	0.6211376	1.4489269	0.31263423
GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	1.2718228	0.62106645	1.3681605	0.3735598
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	1.2718208	0.620519	1.3656768	0.37507594
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	1.2716353	0.62055594	1.437259	0.31828934
GOBP_HISTIDINE_CATABOLIC_PROCESS	1.271635	0.62000346	1.2200502	0.49668986
GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	1.271554	0.6197061	1.416226	0.33384773
GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	1.2712609	0.62006134	1.3604349	0.3793413
GOBP_CILIUM_DISASSEMBLY	1.271233	0.6195951	1.4202812	0.32825375
GOBP_NEUROGENESIS	1.2709373	0.619968	1.2874092	0.4386656
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	1.2705281	0.62068516	1.4641087	0.29814047
GOBP_GLYCOSYLCERAMIDE_BIOSYNTHETIC_PROCESS	1.2700783	0.62155724	1.0853113	0.63675857
GOBP_PLATELET_MORPHOGENESIS	1.2695446	0.6226683	0.75552887	0.92552984
GOBP_CYTOLYSIS_IN_ANOTHER_ORGANISM	1.2689419	0.62399	1.3218081	0.40861887
GOBP_AMINE_METABOLIC_PROCESS	1.2688311	0.62378526	1.4605556	0.30133843
GOBP_NEGATIVE_REGULATION_OF_BINDING	1.2686044	0.6239578	0.9780378	0.7521524
GOBP_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	1.268576	0.6234963	1.6634469	0.1331855
GOBP_MEMBRANE_HYPERPOLARIZATION	1.2685587	0.62300014	-1.0647398	0.8257105
GOBP_REGULATION_OF_GROOMING_BEHAVIOR	1.2683975	0.6229492	0.44083956	0.99869263
GOBP_CELL_CELL_ADHESION	1.2682871	0.62273055	1.5517583	0.21803729
GOBP_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION	1.2681453	0.6226246	0.83760935	0.8763758
GOBP_EOSINOPHIL_CHEMOTAXIS	1.2678411	0.6229979	0.96044207	0.770099
GOBP_SPINAL_CORD_DEVELOPMENT	1.267832	0.6224767	1.4079671	0.34391695
GOBP_POSTSYNAPSE_TO_NUCLEUS_SIGNALING_PATHWAY	1.2670012	0.62450904	0.89711267	0.8256188
GOBP_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	1.2660259	0.6269846	1.0624318	0.65984505
GOBP_ACTION_POTENTIAL	1.2659893	0.62654793	1.4063396	0.34441397
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	1.2648144	0.62962025	0.98576677	0.7447347
GOBP_ECTODERMAL_PLACODE_DEVELOPMENT	1.2644849	0.63008386	1.033976	0.6935692
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	1.2643028	0.6300965	1.0228881	0.703199
GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	1.2641177	0.6301257	1.4989916	0.25910226
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	1.2638322	0.63045585	0.92947406	0.79810435
GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT	1.2633133	0.631517	-0.972303	0.86315435
GOBP_FAT_SOLUBLE_VITAMIN_CATABOLIC_PROCESS	1.2631719	0.63140404	0.89836615	0.82446474
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	1.2629743	0.63146514	1.5260558	0.23490033
GOBP_DETECTION_OF_VISIBLE_LIGHT	1.26266	0.6318809	-0.9240695	0.8841272
GOBP_REGULATION_OF_FEVER_GENERATION	1.2626466	0.63137317	1.2134773	0.5044352
GOBP_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION	1.2625045	0.63125753	1.2115445	0.5070954
GOBP_HEART_TRABECULA_MORPHOGENESIS	1.26242	0.63097453	1.6086203	0.17106529
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	1.2622313	0.63102007	1.6940517	0.11544758
GOBP_ISOPRENOID_TRANSPORT	1.2621042	0.6308719	0.931617	0.79699504
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	1.2620939	0.630357	1.3470385	0.38945737
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1.2616522	0.63118535	1.3102802	0.42290062
GOBP_PROXIMAL_DISTAL_PATTERN_FORMATION_INVOLVED_IN_NEPHRON_DEVELOPMENT	1.2613235	0.63166153	1.2431808	0.4766231
GOBP_SPERMATID_NUCLEUS_ELONGATION	1.2613071	0.6311708	0.81191653	0.8928033
GOBP_REGULATION_OF_LEUKOCYTE_DEGRANULATION	1.261293	0.63067186	1.0487363	0.67585087
GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY	1.2612782	0.63017297	1.0011269	0.7288744
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	1.2611121	0.63014686	1.2937127	0.43277863
GOBP_CELL_JUNCTION_ORGANIZATION	1.2607175	0.63081604	1.2936378	0.43249282
GOBP_POSITIVE_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.2601992	0.631874	0.774172	0.91652554
GOBP_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	1.2601084	0.6316063	1.3607249	0.38000473
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	1.2598464	0.631883	1.5801097	0.19342054
GOBP_POLYPRENOL_METABOLIC_PROCESS	1.2597277	0.63170826	-0.6170794	0.9753778
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	1.2594925	0.6318922	1.3149637	0.41768107
GOBP_CATECHOLAMINE_UPTAKE	1.2594372	0.6315204	1.4519573	0.31091976
GOBP_NEGATIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	1.2592406	0.63157207	0.75955784	0.92398673
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION	1.2588053	0.6323618	1.1927475	0.5215032
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	1.2588053	0.6318227	1.3704585	0.37137023
GOBP_MUSCULAR_SEPTUM_MORPHOGENESIS	1.2587934	0.6313202	1.1106719	0.6067857
GOBP_LUTEINIZING_HORMONE_SECRETION	1.2584974	0.63169587	1.6513624	0.1411862
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	1.2581187	0.6323156	1.0422261	0.684617
GOBP_LUNG_SECRETORY_CELL_DIFFERENTIATION	1.2580494	0.63199794	0.6941234	0.94891113
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION	1.2580491	0.63146204	1.1725001	0.5459654
GOBP_AORTA_MORPHOGENESIS	1.2577275	0.6319125	1.7236315	0.10344845
GOBP_NEGATIVE_REGULATION_OF_NEURON_MATURATION	1.2574537	0.6322218	0.641207	0.96595186
GOBP_DETECTION_OF_EXTERNAL_STIMULUS	1.2570097	0.63306147	1.3737452	0.36980045
GOBP_OLFACTORY_BULB_INTERNEURON_DEVELOPMENT	1.2563686	0.6345183	1.207117	0.508702
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	1.2562908	0.634226	1.5690309	0.20276
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	1.2561501	0.63412476	1.3859178	0.3601323
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	1.2560581	0.6338643	1.7691023	0.098871425
GOBP_REGULATION_OF_NUCLEAR_DIVISION	1.255868	0.63390964	1.1417881	0.57726073
GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS	1.25585	0.6334304	1.6303438	0.15395527
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	1.2557392	0.63323843	1.6726094	0.12972268
GOBP_NEGATIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	1.2555338	0.6333492	0.65476197	0.9625376
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	1.2553735	0.6333179	1.3717184	0.37058327
GOBP_ENTRY_INTO_HOST	1.255318	0.6329578	1.3312299	0.40446475
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	1.2551898	0.63282883	1.354296	0.38500538
GOBP_CELL_DIFFERENTIATION_IN_SPINAL_CORD	1.2551801	0.63232595	1.4181085	0.33201623
GOBP_OSTEOBLAST_DIFFERENTIATION	1.2541674	0.6349198	1.3912951	0.3558918
GOBP_SPECIFICATION_OF_SYMMETRY	1.2537043	0.63580185	1.0657358	0.65823716
GOBP_CRANIAL_SUTURE_MORPHOGENESIS	1.2536767	0.6353542	1.0533293	0.6705877
GOBP_POSITIVE_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	1.2535939	0.6350752	1.3018348	0.42797807
GOBP_POSITIVE_REGULATION_OF_URINE_VOLUME	1.2535104	0.6348042	1.1210415	0.5989022
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	1.253054	0.63568705	1.2413447	0.4770516
GOBP_ESTABLISHMENT_OF_BLOOD_BRAIN_BARRIER	1.2529873	0.63535744	1.1313162	0.587224
GOBP_PROTEIN_LOCALIZATION_TO_NON_MOTILE_CILIUM	1.2528688	0.63519454	1.2472543	0.4721422
GOBP_REGULATION_OF_RECEPTOR_CLUSTERING	1.2528652	0.63467646	1.1599089	0.55645543
GOBP_ADULT_LOCOMOTORY_BEHAVIOR	1.2527884	0.63438725	0.89776987	0.8251696
GOBP_MOLTING_CYCLE_PROCESS	1.2527658	0.6339282	1.4348568	0.31942403
GOBP_REGULATION_OF_CYTOKINESIS	1.2526379	0.63378096	-0.9250928	0.8833772
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	1.2525694	0.633473	1.4305834	0.3210455
GOBP_FEVER_GENERATION	1.2525116	0.63312775	1.2165362	0.50072765
GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	1.2525004	0.6326386	1.238883	0.479563
GOBP_LUNG_SACCULE_DEVELOPMENT	1.2522708	0.63281924	1.0921762	0.62809163
GOBP_REGULATION_OF_HEART_MORPHOGENESIS	1.2520193	0.6330475	1.0061032	0.72513264
GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	1.2518367	0.63309246	1.3662292	0.37442988
GOBP_NEGATIVE_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	1.2515504	0.6334409	1.3583353	0.3798962
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	1.2511959	0.63398963	1.3890822	0.35823834
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	1.2511672	0.6335461	1.4929241	0.26600668
GOBP_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	1.2509838	0.6335863	1.4398973	0.31492212
GOBP_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	1.2509325	0.6332253	0.8272728	0.8820832
GOBP_MESENCHYMAL_CELL_DEVELOPMENT	1.250549	0.6338792	1.2734973	0.44669145
GOBP_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY	1.2500981	0.63472813	1.385159	0.35909566
GOBP_MODULATION_BY_VIRUS_OF_HOST_PROCESS	1.2499435	0.6346867	1.1850476	0.5308397
GOBP_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	1.2498304	0.6345122	1.3845537	0.35954618
GOBP_PHAGOCYTOSIS_RECOGNITION	1.2497628	0.6341986	1.1777413	0.54206884
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	1.2496572	0.63400126	1.2772243	0.44509938
GOBP_HAIR_FOLLICLE_CELL_PROLIFERATION	1.2496536	0.6334932	-1.2140268	0.7516888
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MATURATION	1.249652	0.63298	1.4521753	0.31070647
GOBP_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	1.249604	0.63261086	1.3957502	0.35208762
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	1.2495831	0.63216174	0.8570621	0.8616662
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	1.2495203	0.63184416	1.0580771	0.6643944
GOBP_REGULATION_OF_DNA_BINDING	1.2493258	0.63191074	1.259979	0.46072683
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION	1.2492441	0.63164324	0.7089974	0.94184995
GOBP_POSITIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	1.249074	0.6316377	1.2059436	0.50902987
GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY	1.2490723	0.6311297	1.0172507	0.7109145
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1.2488657	0.63123435	1.2455505	0.47416404
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1.2488003	0.6309174	1.1302488	0.5875988
GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	1.2484646	0.6314129	0.82681865	0.8822025
GOBP_CELL_ADHESION	1.2484399	0.6309743	1.5689676	0.20161527
GOBP_TYPE_II_INTERFERON_MEDIATED_SIGNALING_PATHWAY	1.2482667	0.6309909	1.48715	0.26900148
GOBP_ASCENDING_AORTA_DEVELOPMENT	1.2478714	0.6316919	1.1416576	0.577401
GOBP_CELL_PROJECTION_ORGANIZATION	1.2478163	0.6313486	1.346708	0.3900981
GOBP_CELLULAR_DETOXIFICATION_OF_ALDEHYDE	1.2477924	0.6309122	0.9313614	0.7967682
GOBP_CARDIAC_CHAMBER_FORMATION	1.2476984	0.63068986	1.2573483	0.4631787
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	1.2471058	0.6319898	1.3885304	0.35883766
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	1.2470063	0.63178355	1.4428726	0.31385607
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	1.246433	0.63298553	1.3813994	0.36281112
GOBP_REGULATION_OF_CELL_ADHESION	1.2463983	0.6325826	1.5364623	0.22383246
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	1.2458057	0.63385105	1.219996	0.49661675
GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION	1.2453923	0.63458264	0.9109842	0.81411785
GOBP_CARDIAC_VENTRICLE_FORMATION	1.2453582	0.6341724	1.2666322	0.45339054
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	1.2448665	0.6351473	1.4646975	0.29775563
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	1.2439164	0.63751614	1.4305967	0.32138336
GOBP_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	1.2438788	0.6371205	1.3706536	0.37173665
GOBP_SKIN_DEVELOPMENT	1.2437278	0.6370769	1.4456149	0.31156316
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	1.2435821	0.6370138	1.2966255	0.43050617
GOBP_FEMALE_GENITALIA_DEVELOPMENT	1.2434771	0.6368289	1.2836257	0.44214147
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	1.243148	0.6373119	1.4516001	0.31110838
GOBP_REGULATION_OF_MESODERM_DEVELOPMENT	1.2431403	0.6368253	-1.0498195	0.8369173
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	1.2431395	0.6363205	1.6472332	0.14618099
GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION_CELL_ATTACHMENT_TO_SUBSTRATE	1.2431139	0.635892	0.5589845	0.98816997
GOBP_SENSORY_ORGAN_MORPHOGENESIS	1.2430296	0.6356327	1.4442929	0.31216532
GOBP_MEMBRANE_DEPOLARIZATION	1.2428807	0.6355797	1.5904398	0.19311607
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING	1.242766	0.6354136	1.0200514	0.70747226
GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_MRNA_DESTABILIZATION	1.2426578	0.6352288	0.8643897	0.8563772
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	1.2424953	0.6352322	1.4166805	0.33327556
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	1.242435	0.63490695	1.3361152	0.39959782
GOBP_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT	1.2423222	0.6347468	1.5348961	0.22421756
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	1.2422949	0.6343296	1.3392153	0.39597133
GOBP_FOREBRAIN_DORSAL_VENTRAL_PATTERN_FORMATION	1.2422636	0.6339227	1.1051482	0.6130677
GOBP_METANEPHRIC_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION	1.2422105	0.6335785	1.3856934	0.36013803
